Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2005-01-01,,,,11,,,,,,,,,,4.4
Bonneville,2005-01-02,,,,13,1,,,,,,,,,6
Bonneville,2005-01-03,,,,,,,,,,,,,,5.7
Bonneville,2005-01-04,,,,1,,,,,,,,,,5.4
Bonneville,2005-01-05,,,,6,,,,,,,,,,5
Bonneville,2005-01-06,,,,6,-1,,,,,,,,,5
Bonneville,2005-01-07,,,,6,,,,,,,,,,5
Bonneville,2005-01-08,,,,5,,,,,,,,,,4.8
Bonneville,2005-01-09,,,,1,,,,,,,,,,4.7
Bonneville,2005-01-10,,,,2,,,,,,,,,,4.6
Bonneville,2005-01-11,,,,7,,,,,,,,,,4.4
Bonneville,2005-01-12,,,,1,,,,,,,,,,4.4
Bonneville,2005-01-13,,,,13,,,,,,,,,,4.4
Bonneville,2005-01-14,,,,3,,,,,,,,,,4.1
Bonneville,2005-01-15,,,,6,,,,,,,,,,3.4
Bonneville,2005-01-16,,,,8,,,,,,,,,,2.9
Bonneville,2005-01-17,,,,10,1,,,,,,,,,2.8
Bonneville,2005-01-18,,,,13,1,,,,,,,,,2.9
Bonneville,2005-01-19,,,,4,,,,,,,,,,3.2
Bonneville,2005-01-20,,,,8,,,,,,,,,,3.3
Bonneville,2005-01-21,,,,10,,,,,,,,,,3.5
Bonneville,2005-01-22,,,,5,1,,,,,,,,,3.6
Bonneville,2005-01-23,,,,,,,,,,,,,,3.6
Bonneville,2005-01-24,,-1,,2,,,,,,,,,,3.5
Bonneville,2005-01-25,,,,9,,,,,,,,,,3.3
Bonneville,2005-01-26,,,,-2,-1,,,,,,,,,3.2
Bonneville,2005-01-27,,,,3,,,,,,,,,,3.2
Bonneville,2005-01-28,,,,2,,,,,,,,,,3.2
Bonneville,2005-01-29,,,,1,,,,,,,,,,3.2
Bonneville,2005-01-30,,,,2,1,,,,,,,,,3.2
Bonneville,2005-01-31,,,,-7,-5,,,,,,,,,3.3
Bonneville,2005-02-01,,,,-4,-5,,,,,,,,,3.5
Bonneville,2005-02-02,,,,1,,,,,,,,,,3.5
Bonneville,2005-02-03,,,,1,-3,,,,,,,,,3.7
Bonneville,2005-02-04,,,,26,1,,,,,,,,,3.9
Bonneville,2005-02-05,,,,6,,,,,,,,,,4.1
Bonneville,2005-02-06,,,,8,,,,,,,,,,4.1
Bonneville,2005-02-07,,,,7,,,,,,,,,,4.2
Bonneville,2005-02-08,,,,14,,,,,,,,,,4.1
Bonneville,2005-02-09,,,,8,,,,,,,,,,4.1
Bonneville,2005-02-10,,,,5,,,,,,,,,,4.2
Bonneville,2005-02-11,,,,,,,,,,,,,,4.2
Bonneville,2005-02-12,,,,9,-2,,,,,,,,,4.3
Bonneville,2005-02-13,,,,-2,,,,,,,,,,4.3
Bonneville,2005-02-14,,,,-8,-3,,,,,,,,,4.4
Bonneville,2005-02-15,,,,5,1,,,,,,,,,4.4
Bonneville,2005-02-16,,,,-1,-3,,,,,,,,,4.3
Bonneville,2005-02-17,,,,3,1,,,,,,,,,4.2
Bonneville,2005-02-18,,,,2,,,,,,,,,,4.1
Bonneville,2005-02-19,,,,2,,,,,,,,,,4.1
Bonneville,2005-02-20,,,,2,,,,,,,,,,4.2
Bonneville,2005-02-21,,,,-3,-4,,,,,,,,,4.3
Bonneville,2005-02-22,,,,-1,-3,,,,,,,,,4.3
Bonneville,2005-02-23,,,,-1,,,,,,,,,,4.3
Bonneville,2005-02-24,,,,,,,,,,,,,,4.3
Bonneville,2005-02-25,,,,1,-1,,,,,,,,,4.3
Bonneville,2005-02-26,,,,-3,1,,,,,,,,,4.4
Bonneville,2005-02-27,,1,,-2,-3,,,,,,,,,4.5
Bonneville,2005-02-28,,1,,-13,-5,,,,,,,,,4.5
Bonneville,2005-03-01,,,,-15,-1,,,,,,,,,4.6
Bonneville,2005-03-02,,1,,-10,-11,,,,,,,,,4.8
Bonneville,2005-03-03,,,,-4,-8,,,,,,,,,4.8
Bonneville,2005-03-04,,,,4,-1,,,,,,,,,4.8
Bonneville,2005-03-05,,,,6,1,,,,,,,,,4.9
Bonneville,2005-03-06,,,,6,3,,,,,,,,,5
Bonneville,2005-03-07,,,,7,-5,,,,,,,,,5.1
Bonneville,2005-03-08,,,,14,-3,,,,,,,,,5.4
Bonneville,2005-03-09,,1,,25,-2,,,,,,,,,5.6
Bonneville,2005-03-10,,1,,-10,-4,,,,,,,,,5.9
Bonneville,2005-03-11,,5,,18,1,,,,,,,,,6.1
Bonneville,2005-03-12,,2,,20,1,,,,,,,,,6.3
Bonneville,2005-03-13,,1,,-3,-10,,,,,,,,,6.4
Bonneville,2005-03-14,,3,,5,-3,,,,,,,,,6.4
Bonneville,2005-03-15,Sp,4,,8,-4,,,,,,,,,6.5
Bonneville,2005-03-16,Sp,1,,-9,-13,,,,,,,,,6.6
Bonneville,2005-03-17,Sp,2,,-75,-34,,,,,,,,,6.7
Bonneville,2005-03-18,Sp,2,,7,-19,,,,,,,,,6.8
Bonneville,2005-03-19,Sp,1,,11,-1,,,,,,,,,6.8
Bonneville,2005-03-20,Sp,,,30,,,,,,,,,,6.8
Bonneville,2005-03-21,Sp,3,,5,2,,,,,,,,,6.9
Bonneville,2005-03-22,Sp,,,6,1,,,,,,,,,6.9
Bonneville,2005-03-23,Sp,,,7,5,,,,,,,,,7
Bonneville,2005-03-24,Sp,1,,2,1,,,,,,,,,7.2
Bonneville,2005-03-25,Sp,,,4,,,,,,,,,,7.4
Bonneville,2005-03-26,Sp,,,-1,,,,,,,,,,7.4
Bonneville,2005-03-27,Sp,1,,17,4,,,,,,,,,7.4
Bonneville,2005-03-28,Sp,3,,20,9,,,,,,,,,7.4
Bonneville,2005-03-29,Sp,5,,5,1,,,,,,,,,7.4
Bonneville,2005-03-30,Sp,6,,2,2,,,,,,,,,7.3
Bonneville,2005-03-31,Sp,,,1,,,,,,,,,,7.5
Bonneville,2005-04-01,Sp,-2,,12,3,,,,,,,,,7.6
Bonneville,2005-04-02,Sp,2,,7,1,,,,,,,,,7.6
Bonneville,2005-04-03,Sp,2,,13,6,,,,,,,,,7.6
Bonneville,2005-04-04,Sp,7,,11,7,,,,,,,,,7.7
Bonneville,2005-04-05,Sp,1,,17,5,,,,,,,,,7.8
Bonneville,2005-04-06,Sp,15,,47,17,,,,,,,,,7.9
Bonneville,2005-04-07,Sp,10,,20,7,,,,,,,,,8.1
Bonneville,2005-04-08,Sp,18,,30,10,,,,,,,,,8.1
Bonneville,2005-04-09,Sp,11,,14,12,,,,,,,,,8.1
Bonneville,2005-04-10,Sp,12,,24,9,,,,,,,,,8.3
Bonneville,2005-04-11,Sp,23,,21,6,,,,,,,,,8.4
Bonneville,2005-04-12,Sp,57,,17,7,,,,,,,,,8.5
Bonneville,2005-04-13,Sp,51,,53,28,,,,,,,,,8.7
Bonneville,2005-04-14,Sp,108,,30,14,,,,,,,,,8.8
Bonneville,2005-04-15,Sp,94,,21,11,,,,,,,,,9
Bonneville,2005-04-16,Sp,398,,42,18,,,,,,,,,9.1
Bonneville,2005-04-17,Sp,210,,36,22,,,,,,,,,9.2
Bonneville,2005-04-18,Sp,470,,46,16,,,,,,,,,9.4
Bonneville,2005-04-19,Sp,508,,58,27,,,,,,,,,9.6
Bonneville,2005-04-20,Sp,964,1,56,31,,,,,,,,,9.8
Bonneville,2005-04-21,Sp,1346,1,62,23,,,,,,,,,10.1
Bonneville,2005-04-22,Sp,2230,2,60,14,,,,,,,,,10.4
Bonneville,2005-04-23,Sp,1374,1,42,24,,,,,,,,,10.5
Bonneville,2005-04-24,Sp,1828,7,47,18,,,,,,,,,10.6
Bonneville,2005-04-25,Sp,4149,25,61,18,,,,,,,,,10.7
Bonneville,2005-04-26,Sp,4092,13,55,19,,,,,,,,,11
Bonneville,2005-04-27,Sp,3882,19,63,11,,,,,,,,,11.3
Bonneville,2005-04-28,Sp,2577,23,42,15,,,,,,,,,11.5
Bonneville,2005-04-29,Sp,3681,20,27,9,,,,,,,,,11.5
Bonneville,2005-04-30,Sp,3231,43,30,15,,,,,-1,,,,11.4
Bonneville,2005-05-01,Sp,2180,44,35,13,,,,1,,,,,11.6
Bonneville,2005-05-02,Sp,1850,30,32,8,,,,,,,,,11.9
Bonneville,2005-05-03,Sp,2142,47,44,19,,,,,,,,,12.3
Bonneville,2005-05-04,Sp,2542,70,24,3,,,,4,,,,,12.8
Bonneville,2005-05-05,Sp,6065,205,46,17,,,,4,,,,,12.9
Bonneville,2005-05-06,Sp,2471,119,36,5,,,,5,,,,,12.8
Bonneville,2005-05-07,Sp,976,63,26,7,,,,37,1,,,,13
Bonneville,2005-05-08,Sp,670,49,26,9,,,,14,,,,,13.2
